"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Europe & Central Asia","ECS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1155.20261056027","1288.26376959709","1526.94296542302","1920.00464259376","2130.9652310883","2462.60928876551","2537.5856051461","2840.29155654961","3447.39319310203","4169.53472432832","4655.69811347037","4068.42579459325","3873.34057918809","3735.59711314878","3571.16619588094","3675.25894805968","5026.95346855259","6170.49633440244","6841.78206172757","6934.38180792384","8531.36389781623","8789.26839893646","9535.97570402065","8671.47169355463","9107.76937590414","10439.2380140672","10691.9678887577","10174.8183802819","10532.7006453536","10422.7945974973","9776.45579573641","9815.28811933487","10686.6326042817","12971.3500489462","15123.3371730136","16053.3285209756","17286.2185549295","20060.9129552565","21669.6366826025","18994.8345840928","19493.7708934598","21486.3979621737","20576.4241985482","21396.730505604","21614.4209975549","18547.00127701","18419.5061299246","19460.5283290464","20717.6364915381","20309.5498286952","19438.524651541","21931.4447308293","","",
"Ecuador","ECU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","425.66466376903","396.665046984776","440.422428914443","503.779860968389","807.278698156341","960.560702156002","1082.73268307061","1293.14398636379","1341.53812686937","1431.64738520964","1756.93537694135","2154.06722041921","1915.32891645789","1522.38351955566","1439.84758786633","1433.96052398912","1296.96370182878","1136.50646252838","980.051914168491","985.177274570166","1049.57083152681","1250.87518297282","1333.36168079816","1364.55466023787","1606.66657410353","1673.3503455514","1661.6257678746","1879.94662529516","1875.96244120778","1187.73534268203","1005.22709522393","1464.68818935906","1717.56976245761","1887.49660920906","1996.87419396019","2128.19223193701","2311.74747405647","2507.78356797942","3002.38903530129","3303.94269559939","3484.1741078187","3771.61696752517","4196.20136237208","4567.57448908148","4809.21038059958","4854.42931060635","4784.81780095122","4822.27933125507","4668.73900055259","4622.75733351035","4317.41062810823","4420.8252862934","","",
"Egypt, Arab Rep.","EGY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","221.17904067991","231.08978482755","244.704561255452","258.389400206702","225.555066980612","270.67439775723","293.366373462412","298.720195825634","286.668359958623","283.351434409162","312.299809087136","326.649580354249","429.895486211969","474.130970412501","500.339952932614","548.724097945914","624.185814628667","628.610497421106","532.811351773049","568.363767768321","564.864583032832","524.293268646183","574.668500129745","633.025646210818","703.16735270918","800.175173061333","875.669666106365","1020.38617698181","1110.86164936726","1130.17314592073","1212.75524192321","1185.51136972369","1001.5138024852","907.588922322438","851.740104711022","925.154625744736","1094.76352997085","1321.18653293612","1581.72812619816","1883.71703868668","2089.409049493","2148.26619387547","2551.20827626186","2583.67904652284","2704.03764502176","2983.27850624105","2957.12723075839","1999.85937313913","2043.81150280301","2431.96800880199","2964.90284047987","3184.81035285857","","",
"Euro area","EMU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1949.21070082263","2190.74756828171","2627.00488268264","3387.87218919975","3781.86627796768","4338.3515079375","4511.95478167255","5099.63836924901","6235.18826252263","7510.27076623932","8317.47846904715","7115.26017192461","6829.33177876433","6656.83992060377","6381.21405409011","6555.33679670272","9251.64231726306","11442.8196297237","12566.6679084036","12773.4931757204","15966.8361810896","16449.0142626163","18038.0519061318","16371.5900813339","17199.7547879745","19834.8320005413","20051.636409512","18286.9163524001","18755.8503530077","18647.0414301679","16906.3595643454","17035.4061929613","18391.5215616387","22511.4959545521","25807.0453838367","26592.3662675013","28200.5987439822","32197.664355867","34823.3807809691","31611.5729803512","30900.3795179067","33434.7585839872","30824.6419245401","32097.6069893339","32771.410679697","28096.5911850259","28850.64650665","30508.4470305223","32968.3297857053","32110.5283006621","30623.6472961366","34451.57554697","","",
"Eritrea","ERI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217.94646830238","238.771933437719","238.307015867666","266.720038741627","262.170755822698","287.072972694436","270.602863969658","269.089024070989","279.791828679363","263.860725999647","298.436710494146","367.593511472347","360.112566736541","396.743791909945","425.357713875939","433.104128692169","579.039123874036","482.188957012216","485.382935022903","","","","","","","","","","","","",
"Spain","ESP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1055.20217340854","1189.4975460729","1505.18817962213","1990.84388734129","2433.78487918889","2816.38311783992","2866.90575360083","3168.48951246159","3806.57490599228","5025.9214753061","5364.95810930957","4573.34247137744","4378.82234321774","3769.34090190342","3773.07240131583","3983.12915005816","5586.68151843807","7101.97554347666","8351.2477053032","9260.53022227685","11991.8309518458","12890.7134037278","14016.8525887096","11586.4706065833","11476.8139206556","13448.3408730008","13900.0486137877","12723.8660377729","13323.8012338315","13617.5185306747","12777.7244687468","13213.9262966176","14726.4397181684","18547.5884308069","21375.5255360234","22509.8931072036","24030.4139136431","27377.4783436333","29598.6105981013","26838.5260367542","25486.3210084568","26212.6958902645","23566.2050882242","24246.78076588","24700.2901040262","21716.4879748108","22489.7334444335","23874.6620027538","25791.5355664114","25125.8717222279","22321.6839380393","25118.4531381716","","",
"Estonia","EST","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3360.6780606812","3713.51676092676","4381.98969225154","5854.69732298377","7216.3640414905","8538.23862897596","10243.9726301284","13193.380317423","14305.9191600524","11532.8799394043","11282.4223358694","13704.931508402","13778.3372333754","15315.3884359208","16276.9113277591","14040.886020332","14872.6024166644","16600.9007484689","18854.3733079041","19062.7694888207","19133.1006498433","22462.3647535878","","",
"Ethiopia","ETH","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","175.169143710425","166.90735852312","197.926179582755","181.895354510234","215.971679594345","208.579904419567","217.354442770249","213.600120838101","215.28795202043","216.744351837858","230.414311300154","163.496455513693","133.238516098192","90.0649388528428","85.3496043954253","96.5317081314675","95.2393213805419","78.3187052636926","88.1363466703902","91.8095613264069","89.4772243841399","75.1144728928918","64.0760415802926","84.6071746488098","108.145302239923","136.165114368748","164.869009970987","229.111564691415","272.468246480165","246.243603352113","249.691552051196","334.021072183899","360.107964501053","421.357055405354","478.103253544339","547.103751381219","595.983941030785","627.812547029982","708.74181914855","779.457700647764","786.584764773159","","",
"European Union","EUU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1646.98750506519","1847.13941251877","2212.68431384726","2846.0982227746","3170.45138426371","3653.12570374632","3807.5405506727","4279.91508237977","5201.9944528618","6249.57252028804","6911.48399007749","5931.03337511552","5665.94457718961","5502.78090822841","5296.26773892234","5442.92492202515","7651.01428842254","9461.70922479859","10369.4858543335","10544.003275824","13118.1869902271","13515.9360005171","14790.6791800818","13387.0645711523","14158.6019830135","16420.7633059592","16679.4138022175","15268.1380504446","15711.5961494654","15627.0481531265","14275.570730156","14423.6228898883","15640.6415681244","19149.8655175279","22020.0900891886","22904.6573907742","24424.0226150113","28090.9608923219","30688.0318081427","27621.1692884189","27268.5401911931","29591.54757781","27395.5141293405","28581.8329986929","29201.0525490366","25113.5568939562","25766.3096543702","27375.6423084832","29638.2245905087","28979.7320778818","27868.0225845455","31500.9609573818","","",
"Fragile and conflict affected situations","FCS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","388.455294919874","487.380032266943","478.886629408927","542.851888789853","534.323272706199","568.224441522935","637.722097267148","631.445905279221","617.858307720005","618.805806471467","770.608586791364","933.81707485258","1170.52974174147","1411.22419986923","1757.37891137815","1616.66073009699","1826.64203430573","1603.65473181818","1797.17087997774","1833.2099122359","1916.44163705031","1573.67271746456","1452.53784145025","1484.78082769303","1498.69836491974","1535.78312481611","1419.4422099063","1416.94561190398","","",
"Finland","FIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2137.89320875237","2331.77729141428","2722.30618231796","3559.93521723547","4481.94642289338","5229.75176125528","5605.99217671413","5796.10426580073","6254.73354794701","7740.97061294903","9262.69046860697","8941.34129937929","8947.92803868371","8545.40676174919","8840.9729395628","9305.61811921639","12247.0044556389","15131.7744942608","17981.0339956831","19230.1983818239","22301.9944148524","19436.1663822841","16722.8150438615","13110.8610533074","15458.3845982485","20756.4321393462","20573.8353458829","20045.5828694758","21136.3336029997","21508.9463491105","20068.2619091976","20702.8171092934","22457.6749072905","27056.4529514337","31502.6854002252","32328.401549713","34313.9569442522","40174.2561587458","44209.8634258462","38788.5606277175","38296.2127011865","41789.9558751726","38711.3097858372","40439.5672479945","41149.747879756","35093.9146397102","35796.9825757404","37839.3424389457","40864.1483685941","39659.4052411715","40405.3438740004","44416.2001989398","","",
"Fiji","FJI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1649.73003805696","1658.02719042186","1512.25627445846","1413.03220289779","1454.15310492461","1392.3858814647","1546.34819751581","1369.79718242844","1270.42968408265","1342.46175417693","1467.69541703243","1515.7698723756","1666.56201245024","1771.51046336886","1934.56016264796","2133.67439616444","2322.06180763505","2215.33188466034","1701.65994198643","1969.61653331985","1783.38134371882","1704.79914972953","1945.10041573524","2376.15651125223","2809.83406883548","3104.76102119336","2987.4294710273","3342.76977942814","3483.46924064844","2886.03857783565","3026.67596722832","3492.57027940076","3645.17981094089","3969.22098577743","4374.06669221678","4142.13590456672","4408.05424724251","4635.24911366471","4918.53572511634","4730.10107419663","3953.15016358882","3782.21197559554","","",
"France","FRA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2508.08189519724","2772.47229560036","3355.57884968998","4313.16434030269","4587.47334309698","5736.63820679656","5883.86327060164","6431.04216480116","7973.88575172252","9619.77794182058","10878.8189430392","9442.08875480473","8882.62169299407","8394.15266604912","7900.67759719714","8252.15443068445","11558.2212616899","13960.8074678354","15141.1239015407","15095.617473122","18541.6344862491","18308.0947615174","20151.203475312","18920.5276089707","19870.1704641042","22804.9535498211","22935.1678394425","20795.8975074684","21520.5137719606","21421.7386123955","19328.451350652","19369.6612462867","20728.181277335","25323.4916776428","28883.4838226798","29736.2674910567","31191.939103324","35491.3127777672","38690.7406915146","35241.3151059845","34397.4075459986","37189.4419013323","34394.6934380847","35878.0422453967","36234.531197758","30908.6863304649","31203.694850269","32666.6125618741","34960.7407566569","33898.51679871","31908.0982241167","36447.5784621026","","",
"Faroe Islands","FRO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1927.65172053985","1939.45675542575","1975.50424295741","1937.08607517446","1763.24587758655","1843.13018659158","1893.64885839249","1999.8780769666","2048.31563329773","2056.03545318749","2079.62741402461","2069.81598746075","2188.11123116583","2234.02566984646","2295.68600352188","2345.27717300099","2594.63883552821","2680.19498944396","2788.61388472229","2977.24407488433","2979.5800055804","3001.99224961304","3274.92930176035","3352.8335788316","3593.73227747795","3526.51371497717","3919.33452776199","3843.47924540985","3740.85796862248","","",
"Gabon","GAB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","327.822128039727","383.938594606653","389.121827186091","732.401588149528","897.299283930241","1544.13473222757","2654.08344525114","2143.34419341676","1499.25366440594","806.163230980534","2778.24160436523","3235.46348488081","3317.27613318424","2737.15194475971","2676.20997961903","2352.9193248597","2408.33836361745","2068.32134468637","2789.54304073607","2430.35410584624","2652.55124783691","2852.74995857235","2540.81741606733","1595.78637725889","1761.74154561088","1870.18933002736","2243.75971957784","1979.50302623112","2031.452186525","1937.0696428169","1352.08680100103","1834.30622841197","2048.40919697086","2529.37991384539","2684.90643461523","3098.28621575741","3095.18243200169","3432.4459587109","4023.71330786928","3818.25140889479","3721.19121992458","4297.65408936601","4124.60374053146","4652.25002117605","5576.50315991082","4577.10393685868","4390.44717149638","4354.4875489976","4645.65476326419","4477.60265291533","4266.70301106699","4438.45192947463","","",
"United Kingdom","GBR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2267.45003983244","2534.27048650625","2881.7077382368","3246.47074707704","3456.50728022862","4064.55499306233","3891.15290613102","4308.65895114424","5473.19692926581","6967.86166178433","8807.36345865101","8319.67775184808","7969.24266270384","7601.09053427774","7145.8609084462","7476.58920370747","9409.88973861522","11526.6905046359","14080.3366356945","14122.7792720299","16398.081944205","17154.9619428992","17960.7528378909","16162.1795346132","17726.8790479729","19281.2958698741","20267.4745651919","22819.6472576447","24813.5235915144","24834.7672378565","24401.0204331573","24062.7018504808","26117.4107938516","29959.8835187649","35034.761253561","36605.041787585","37973.6151931478","42710.9708799221","39510.5171466277","32299.4339401713","33571.1993119611","35752.9581965813","35519.330194016","36085.9459541185","39539.1164963856","37441.0284183644","34104.356814245","34065.891026246","36072.6632083717","","","","","",
"Georgia","GEO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780.675768548826","606.478577478493","653.508992813547","694.344137111374","735.495237979555","865.46802792704","1146.54555772151","1441.33674006949","1774.220478202","2296.38342566169","2882.58018674388","2433.03723791562","2713.94009863586","3350.54534254737","3765.07067504281","3904.29530194262","4038.98666228965","3333.06125104763","3259.60328349687","3507.47907705378","3863.88840822187","3802.12660500943","3499.62305327143","4084.97057411529","","",
"Ghana","GHA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","233.588981936725","197.869563533891","222.3124292254","254.867015694318","234.566170282486","224.445801323809","250.096762863451","284.743945353713","302.506829463112","317.285264504481","299.392490126262","275.687242491341","269.201821356067","281.89176232535","279.994368961226","345.968135907907","296.453585726651","296.567818573586","293.587854268166","316.947763217936","349.719732003403","327.782134911467","288.862560301729","245.268075911912","284.001073205437","295.875130444355","290.735596760519","309.189309311353","327.546111795149","190.625148992022","202.617162893598","226.43621583286","263.288258650987","311.370923075265","377.009950824075","741.165374425206","868.573341808799","980.949161411893","858.45567002067","1027.8692433697","1148.73593365797","1156.64709225672","1849.15403894085","1497.36271222078","1358.92629645382","1527.72238549069","1567.24658641105","1741.31183640062","1742.95325322174","1852.24449587513","1841.53504387296","","",
"Gibraltar","GIB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","278.890232681297","286.402773843317","330.511224276523","320.965568085201","341.541629983629","373.509276992594","409.102914570352","408.280323301106","407.397341830816","409.074435685173","419.051208216775","409.977763589613","375.570024318897","359.016457212732","300.306605856155","277.635363267771","286.579662575963","290.63489761473","311.918605746327","229.558182481716","374.853677347461","548.990152794496","590.065168691985","539.831494150083","541.942830189381","517.110478730222","565.453311423872","583.271825861935","600.095098893471","601.536159498642","558.671871313932","667.49806213675","740.755665129555","834.39033303206","801.104244639207","854.619249630273","","",
"Gambia, The","GMB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","289.032085405977","247.653471485382","236.860899667293","215.259132900646","187.910163915718","259.851068471899","211.639181920782","237.167192359793","244.283216738762","227.269042215776","233.603702962742","532.514053317311","525.526236697474","534.282618065243","509.208891524645","517.591663057146","542.418682612987","491.163218808443","497.292586964419","469.762245642311","436.802949053992","369.060546673746","291.229530962667","233.095993623649","487.738948824281","506.929852249548","498.69958993168","586.738154959151","688.205702497706","613.233559702868","631.270696960766","532.098309152423","507.777912548977","480.813010508071","422.29871924187","457.762800465928","474.222600044742","473.329867439421","549.898088099017","580.424772497126","570.125289946393","624.071826451609","","",
"Guinea-Bissau","GNB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","74.4889307032163","133.675429038411","128.821407173864","141.798207694292","116.292860875696","142.081251627215","99.2599968010668","134.723452535316","118.637602738092","161.078792723445","181.349945523778","183.256400501185","148.818270781668","159.887600378015","149.710262010434","138.691619697766","150.004975456533","153.895339103114","96.8720643244099","128.605991818609","239.556901162713","248.668019479676","259.644190178949","270.296568648375","310.626111203711","337.267074594722","335.277190779933","369.577084856555","445.564058207816","409.229502170702","426.088498325008","557.937013298595","463.163260314311","462.837868308644","478.557660210972","454.644810319564","509.150062421926","574.343955499443","642.731556817203","640.688927932318","611.637566045469","678.036990059082","","",
"Equatorial Guinea","GNQ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","133.281152426963","63.8830024977507","58.0537215267693","81.375541274116","98.9339439868481","118.889231916214","133.344361747165","158.76688800784","169.368540127272","132.613308615154","196.18228171315","202.357047895331","244.275989901605","228.534671190971","104.13933914973","112.173714534353","144.154908452126","229.536304709922","133.176491681483","210.563263899041","-112.762251329304","","","","","105.374607853093","3103.03957606856","4242.42952564491","5588.67752642907","4204.31498723461","2100.04140561219","3893.13011408143","3902.70657322465","4764.48358556841","4872.22007905306","3844.05152527396","3210.78017553487","2864.50461385297","3012.70649392064","2356.55428570265","2243.60798721049","2709.30529166796","","",
"Greece","GRC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20786.2970200861","23908.7849932158","26298.8488357478","24419.4897446752","21641.9003584139","20268.8399137972","18108.1894149515","17844.2484166576","17998.0235215284","15044.3744393706","14903.3049335836","15546.6659974768","16496.9358445214","16155.1136681952","14754.7434920818","17262.586536424","","",
"Grenada","GRD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","327.243749409669","337.520708678246","403.846426531523","485.042300290196","543.256248329654","641.837044536597","793.149786064791","856.564945702485","949.865080820007","1047.52617236853","1115.59146016661","1098.22369341345","1111.30033115033","1123.18033494051","1126.78726021259","806.81873988114","773.366510100383","834.289655105821","873.794279663001","767.67714649756","935.877185664747","1007.17208297982","1074.01589370635","1188.3512973526","1303.92194865881","1349.6213463601","1488.40970623079","1586.38194778272","1450.35184400157","1482.53620301234","1390.04458728503","1483.62975024936","1523.24116157035","1615.44148628867","1783.65065373218","1920.23269584754","2103.35674958001","2376.82207295191","2234.01457141358","2377.8546181794","2672.85395564643","2813.17448261832","2937.20654850437","3135.78936835538","3352.76753512277","3464.36254798977","3681.76305126392","3731.45492056907","3889.82437369552","3863.16590750982","4189.20818789597","","",
"Guam","GUM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","576.590090976329","514.733096656883","342.214582070872","408.356598732669","377.563995755177","411.219262489505","447.374624968822","260.34941381539","341.471665637071","264.590171803125","298.790704396444","192.656032279334","255.801731500767","369.892023780079","428.975037320994","465.758584017949","628.657484781393","659.458841905004","709.779690284011","668.523573626964","746.27797399849","747.399288616746","746.574543639742","758.497463102901","798.455956586392","859.686350553024","2733.50918611166","3221.06477242667","3584.96752977616","3740.72456616782","3913.48895486583","4143.23037146601","4619.24045546832","4796.14129553764","4851.67793976158","5104.30054902849","4940.47651505269","5339.46599197662","5476.09050692641","5832.31051620157","5640.6647183442","6274.0574383529","","",
"High income","HIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2124.9799853161","2324.43207305969","2670.71922470274","3197.85964897958","3499.47974690895","3866.16976018398","4176.03392950024","4679.57876585501","5583.01146866277","6267.90694191615","6869.45322087607","6930.73079937714","6870.95123150342","7017.13067322161","7321.11768663958","7633.96035322116","9237.55212617179","10634.1850305339","11956.8960447199","12320.0874617642","13661.905111536","14302.2862373505","15238.4184298425","15140.8279135411","16197.3470833258","17856.4519245549","17984.0463445525","17657.7376337965","17679.4814956643","18371.5758311346","18652.0434587327","18447.5269832511","19113.9479054015","21315.5657873613","23749.1686475963","25036.3256365913","26519.8238517061","28790.7775320536","30140.2166921947","27838.1500108873","29494.4304231723","31956.3791283592","32032.4433352781","32252.2181653511","32706.0585547283","30401.7410860932","30715.7918832336","32173.9903559931","33988.8434017365","34146.33943997","32778.9472085587","36222.2449881518","","",
"Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","5416.81593022407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","230.118588743674","243.529102984935","261.400093142955","288.934776960062","306.357957162074","356.733767829057","422.224519841467","777.4781368995","853.640517032056","918.121844636836","914.984773450145","893.794049069646","956.54378929145","1026.9124389394","1085.33095970227","1135.31706230827","1203.48384834523","1104.37740065259","984.379704961525","842.296912927362","768.440865275489","794.013199216033","797.725840490942","727.740988818648","810.22700094045","772.964345367962","837.901370540968","916.074300594531","909.015962079175","987.479239459328","1020.24570751759","1016.22083750261","1033.19477469175","1075.25200909242","1156.22636449648","1254.39192181879","1416.75986702258","1565.55540963517","1622.30670949468","1653.16221939659","1845.24130339683","1860.10670067016","1819.61874563028","1883.32915352082","1996.39078542217","2012.19469966122","2135.67964187189","2141.66476276879","2202.27085729598","2096.97403166792","2404.35299386921","","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","300.506428251839","289.535272096702","280.956946276429","279.956829853289","284.998524289373","320.056365980998","341.119837586328","337.695424415668","307.883058682454","320.368167939787","321.308663099088","300.694177307674","294.020453156791","232.21716190601","260.061627128652","278.041638695603","280.678994798761","295.148492785327","298.245311407393","311.148706097235","287.094637680826","296.398517255686","318.543972436419","357.23138094019","392.402473475382","445.103935847342","507.647696232503","598.140117772791","610.588477211748","631.851097017182","680.992816836095","694.832026236111","761.13906906045","817.085699401981","781.977018981803","803.089988624764","861.649439364673","801.108521984253","813.230894775077","797.534984457214","824.72996453471","","",
"Croatia","HRV","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4011.33766183975","4376.62483880701","4419.47311057609","4735.01347018732","4265.56722440127","3943.35817329509","4265.19547370258","5076.67741634806","6414.89626494755","7788.7795017295","8699.73337213194","9551.54968457016","11429.3127019484","13195.9447398868","11560.0274281311","11109.9757454789","11677.725467625","10625.5448965079","11265.0096466691","11306.5776711312","10121.6496488278","10404.4554318407","11582.540419919","12984.3036825706","13113.7613041445","12231.3893130622","14553.4842135772","","",
"Haiti","HTI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","232.98777718169","245.570801791587","237.042073242559","260.682049904349","287.155436368017","311.867534538609","355.107879149597","305.347152343966","382.713957231207","392.331875697228","435.897118222087","479.166945822462","305.952834532521","250.265599368037","285.527743277938","361.727437105616","367.872940279244","414.879461792561","453.436258148622","499.661783514782","811.541261147119","736.494051641808","689.22234817248","537.171541574545","656.482167057587","764.3922830211","786.205596386632","983.526640081966","1055.32440169295","1149.86203718664","1153.48163294437","1253.13558218276","1298.95044524483","1388.44601296904","1395.40904962855","1355.407266778","1241.11985680347","1311.65379258808","1424.92917099083","1260.14265114928","1216.06128815658","1736.01502540481","","",
"Hungary","HUN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3057.57825470884","3285.22040691809","3401.42121182069","3385.53812192078","3408.6363264382","3550.96987610664","3546.08996355992","3455.92988548547","3992.59880176408","5133.91354821477","6544.61972559891","8019.14275524441","8735.61647399263","8913.27331223339","10606.1127614677","12114.250129756","10131.4804575501","10184.5412366471","10941.7200402543","10013.3594013377","10828.65171535","11185.6710887273","9983.01836832183","10567.3096382154","11639.4061690856","13155.8337970492","13651.9604813628","12911.7890342141","14799.3838039183","","",
"IBRD only","IBD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","175.863617086356","188.133620175767","205.765218184164","258.095681884733","305.824892880203","322.629268196335","340.148077105713","377.005049706751","396.682849082903","448.237017475365","512.585279531078","556.004040865026","541.017986982234","520.666763520139","522.959541928822","533.108990712627","552.162934542635","545.441840010433","585.48370745301","615.942836534895","702.586862431281","726.609842033695","786.792279412714","850.227420420159","945.092266479787","1063.83926778745","1162.77816316364","1221.36151330454","1178.09111443427","1127.82896535616","1200.84736454905","1201.3108001806","1208.1073078414","1336.08365024773","1560.02312156772","1828.01595910298","2145.60068479933","2654.43999543216","3099.21120457652","3021.63715090572","3585.79388888057","4111.94558732546","4353.2289608302","4527.29949124692","4648.59150432489","4345.9517588512","4338.44582363382","4750.1105917526","4920.81256599544","4985.50128616534","4729.27432270142","5454.51707981568","","",
"IDA & IBRD total","IBT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","167.025334614785","176.602961099681","192.561942227509","238.036226534123","283.866474063735","303.164375651881","317.362125654768","349.019575237033","369.283767951558","414.552519103675","476.848169673651","543.861449277809","524.185882803795","491.967970644234","486.920135272862","494.700442452147","508.102866402492","502.915355353393","536.536674939042","556.497781263204","629.304003839428","648.365562108486","693.644320834935","739.134655947216","811.658110729","912.241828245183","995.27298992903","1041.07329466848","1004.60303998184","964.453490835619","1023.87057316295","1021.22617567835","1028.7395413125","1132.92634925876","1318.55264957416","1537.10610668448","1802.32190191363","2208.99529636271","2572.96519524863","2508.90277368486","2953.63766524853","3338.23764039086","3525.79780872583","3669.04983404581","3774.47884707736","3534.48256040935","3525.07329247753","3827.57166580315","3948.64489013946","3991.41803593339","3783.60956846428","4315.63710936455","","",
